epoch,train_acc,val_acc
1,0.7268825595005852,0.7934485896269335
2,0.7893094030433087,0.8043676069153776
3,0.8415918845103394,0.8089171974522293
4,0.8720249707374171,0.821656050955414
5,0.8837300039016778,0.816196542311192
6,0.8899726882559501,0.824385805277525
7,0.9032383925087788,0.8225659690627843
8,0.8962153726102224,0.827115559599636
