epoch,train_acc,val_acc
1,0.6812329301599688,0.7661510464058234
2,0.8037456106125634,0.7961783439490446
3,0.8271556769410847,0.816196542311192
4,0.8587592664845883,0.8207461328480437
5,0.8564182598517363,0.8280254777070064
